,album,artist_name,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,explicit,mode,popularity,duration_ms,Unnamed: 0
4850,Whispers,Passenger,12,12Az2ykAUbYN0qGaEZXzax,Heart's on Fire (Acoustic),spotify:track:12Az2ykAUbYN0qGaEZXzax,0.876,0.568,0.119,3.19e-05,0.111,-18.201,0.0433,143.118,0.255,False,1,35,236060,
4851,Whispers,Passenger,13,6ZOP4lbE8m5Z4w2AYIkJKN,Coins in a Fountain (Acoustic),spotify:track:6ZOP4lbE8m5Z4w2AYIkJKN,0.809,0.537,0.181,1.27e-06,0.103,-14.655,0.0319,89.724,0.307,False,1,27,169437,
4852,Nine Track Mind (Special Edition),Charlie Puth,14,4LfkoDOt4mhrbo8Ndk37sQ,Marvin Gaye (feat. Wale) - Remix,spotify:track:4LfkoDOt4mhrbo8Ndk37sQ,0.456,0.808,0.633,0.0,0.329,-5.298,0.0883,109.974,0.769,True,0,39,200107,
4853,Whispers,Passenger,14,7aUraf03GlrXf9rsZt8E8e,Riding to New York (Acoustic),spotify:track:7aUraf03GlrXf9rsZt8E8e,0.834,0.564,0.12,0.0,0.111,-16.072,0.0556,131.058,0.186,False,0,29,289066,
4854,Nine Track Mind (Special Edition),Charlie Puth,15,1UkB6rIHWMke2DcyZZ37CF,Marvin Gaye (feat. Meghan Trainor) - Boehm Remix,spotify:track:1UkB6rIHWMke2DcyZZ37CF,0.15,0.766,0.616,0.0,0.21,-6.256,0.0325,120.017,0.738,False,0,20,194500,
4855,Whispers,Passenger,15,2hUC1QbiiTMI8iHNFFbeV2,Start a Fire (Acoustic),spotify:track:2hUC1QbiiTMI8iHNFFbeV2,0.861,0.456,0.231,0.00357,0.117,-14.877,0.0334,142.109,0.157,False,0,27,236562,
4856,Whispers,Passenger,16,1kA4dmrI4ju4UOwXXGXdkt,Golden Leaves (Acoustic),spotify:track:1kA4dmrI4ju4UOwXXGXdkt,0.825,0.613,0.133,1.45e-05,0.106,-15.47,0.0375,93.451,0.353,False,1,28,243306,
4857,Nine Track Mind (Special Edition),Charlie Puth,16,4zhpLgd7CsS69auGgoMpoT,One Call Away (feat. Tyga) - Remix,spotify:track:4zhpLgd7CsS69auGgoMpoT,0.258,0.752,0.686,0.0,0.129,-5.249,0.0406,91.017,0.52,False,1,21,192045,
4858,Whispers,Passenger,17,6nXOJaQdh06iCw6fC1Fi41,Rolling Stone (Acoustic),spotify:track:6nXOJaQdh06iCw6fC1Fi41,0.898,0.503,0.182,2.39e-05,0.0926,-15.846,0.0333,99.841,0.377,False,1,28,207562,
4859,Nine Track Mind (Special Edition),Charlie Puth,17,7o3q6UPTiQ1QqyxMz4KQsV,One Call Away - KLYMVX Remix,spotify:track:7o3q6UPTiQ1QqyxMz4KQsV,0.18,0.6,0.854,0.0,0.0862,-4.234,0.0351,95.016,0.396,False,1,23,221442,
4860,Whispers,Passenger,18,5vFSoG5zavykUlYPCBC5cb,Whispers (Acoustic),spotify:track:5vFSoG5zavykUlYPCBC5cb,0.861,0.559,0.152,5.62e-06,0.0864,-13.018,0.036,142.433,0.158,False,1,29,224298,
4861,Nine Track Mind (Special Edition),Charlie Puth,18,7eJECM4njsc622iY9zg4af,One Call Away - Acoustic,spotify:track:7eJECM4njsc622iY9zg4af,0.74,0.649,0.258,0.0,0.0799,-13.442,0.0363,90.937,0.372,False,1,36,189053,
4862,Pray for the Wicked,Panic! At The Disco,1,3BDxv4ORzOpXAsa4lWVl4i,(Fuck A) Silver Lining,spotify:track:3BDxv4ORzOpXAsa4lWVl4i,0.0272,0.577,0.939,0.0,0.24,-1.352,0.108,105.092,0.714,True,0,60,168613,
4863,Nine Track Mind (Special Edition),Charlie Puth,19,2jqbQyZBU5QgXPz6ItIgBp,Marvin Gaye - Live,spotify:track:2jqbQyZBU5QgXPz6ItIgBp,0.955,0.651,0.198,0.0,0.106,-10.853,0.0467,106.842,0.193,False,1,10,179439,
4864,Nine Track Mind (Special Edition),Charlie Puth,20,473mvpyfJXItgFFZuuakvc,Some Type of Love - Live,spotify:track:473mvpyfJXItgFFZuuakvc,0.946,0.432,0.0968,0.0,0.128,-10.245,0.0644,88.906,0.402,False,1,10,192809,
4865,Pray for the Wicked,Panic! At The Disco,2,76vMKwFtdDDCLcM6zXybjB,Say Amen (Saturday Night),spotify:track:76vMKwFtdDDCLcM6zXybjB,0.167,0.491,0.867,0.0,0.458,-2.313,0.103,167.965,0.602,False,0,70,189187,
4866,Pray for the Wicked,Panic! At The Disco,3,22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",spotify:track:22oEJW6r2rMb9z4IntfyEa,0.0137,0.577,0.833,0.0,0.121,-3.337,0.0695,107.936,0.58,False,1,74,169667,
4867,Pray for the Wicked,Panic! At The Disco,4,1rqqCSm0Qe4I9rUvWncaom,High Hopes,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,82.014,0.681,False,1,86,190947,
4868,Pray for the Wicked,Panic! At The Disco,5,0wdV94AXGRphrbkDWLNzVC,Roaring 20s,spotify:track:0wdV94AXGRphrbkDWLNzVC,0.0467,0.271,0.948,0.0,0.163,-2.207,0.263,83.19,0.515,False,1,66,186600,
4869,Pray for the Wicked,Panic! At The Disco,6,6PFoEnjp0PAe5siGswjH9i,Dancing's Not a Crime,spotify:track:6PFoEnjp0PAe5siGswjH9i,0.0375,0.526,0.891,0.0,0.375,-1.549,0.0482,94.095,0.804,False,1,60,219467,
4870,Pray for the Wicked,Panic! At The Disco,7,5trCWbYtza0QUxdmF9HAPX,One of the Drunks,spotify:track:5trCWbYtza0QUxdmF9HAPX,0.0426,0.424,0.892,0.0,0.711,-3.78,0.193,174.008,0.762,True,0,61,198947,
4871,Pray for the Wicked,Panic! At The Disco,8,4hUR3thIs01mQUtVmZFJ8F,The Overpass,spotify:track:4hUR3thIs01mQUtVmZFJ8F,0.0224,0.517,0.955,0.0,0.364,-1.848,0.167,132.951,0.61,False,0,57,177800,
4872,Pray for the Wicked,Panic! At The Disco,9,50Hv5NZIM0puIUoBttjpfb,King of the Clouds,spotify:track:50Hv5NZIM0puIUoBttjpfb,0.237,0.285,0.922,0.0,0.159,-1.932,0.247,198.063,0.472,False,0,64,160747,
4873,Pray for the Wicked,Panic! At The Disco,10,18ULKfQl3KpCnklAKFfO2t,Old Fashioned,spotify:track:18ULKfQl3KpCnklAKFfO2t,0.0133,0.52,0.878,0.0,0.0433,-1.768,0.0616,168.033,0.783,False,0,58,166733,
4874,Pray for the Wicked,Panic! At The Disco,11,18xmRkPWE0sGUzFyNNAAhN,Dying in LA,spotify:track:18xmRkPWE0sGUzFyNNAAhN,0.876,0.346,0.35,1.98e-06,0.0708,-4.988,0.0328,126.444,0.315,False,1,62,229053,
4875,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,1,6cum9a3BtaYIBTPrmqsGdd,"Don't Threaten Me with a Good Time - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:6cum9a3BtaYIBTPrmqsGdd,0.0259,0.47,0.964,0.0,0.914,-5.808,0.173,91.865,0.106,False,1,40,285420,
4876,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,2,41HszkNfEE8OKbqermRsgm,"LA Devotee - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:41HszkNfEE8OKbqermRsgm,0.0117,0.428,0.96,0.0,0.789,-4.909,0.0778,176.014,0.261,False,1,40,196031,
4877,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,3,1tdX9EEKLg4we2BBf8mWzu,"Ready to Go (Get Me Out of My Mind) - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:1tdX9EEKLg4we2BBf8mWzu,0.00963,0.519,0.945,5.51e-05,0.378,-6.196,0.0907,134.866,0.335,False,1,37,232226,
4878,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,4,02d3MXxsO0AP3DsoJGOaIt,"Golden Days - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:02d3MXxsO0AP3DsoJGOaIt,0.00526,0.534,0.784,0.0,0.685,-5.507,0.0556,128.009,0.183,False,1,39,255404,
4879,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,5,5lHxUGPPC3wtZH8UQxsFr7,"Vegas Lights - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:5lHxUGPPC3wtZH8UQxsFr7,0.00374,0.578,0.877,0.0,0.985,-5.888,0.0552,124.004,0.584,False,0,37,199095,
4880,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,6,7wnYW5zboAaiHE5KBaVc0Z,"A Fever You Can't Sweat Out Medley - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:7wnYW5zboAaiHE5KBaVc0Z,0.00458,0.236,0.924,0.0,0.919,-6.074,0.307,166.951,0.2,False,1,38,270357,
4881,=,Ed Sheeran,1,2JiHR4gCDjXwYVRDmwdk95,Tides,spotify:track:2JiHR4gCDjXwYVRDmwdk95,0.0167,0.631,0.825,0.0,0.122,-3.971,0.0433,129.942,0.427,False,1,74,195760,
4882,=,Ed Sheeran,2,50nfwKoDiSYg8zOCREWAm5,Shivers,spotify:track:50nfwKoDiSYg8zOCREWAm5,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,False,1,96,207853,
4883,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,7,68wbhtYYm11CSO7cZVjfEx,"Hallelujah - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:68wbhtYYm11CSO7cZVjfEx,0.0224,0.279,0.849,0.0,0.256,-5.803,0.114,158.589,0.288,False,1,37,237075,
4884,=,Ed Sheeran,3,5QYnNhTKsN3kE7OaqILA1U,First Times,spotify:track:5QYnNhTKsN3kE7OaqILA1U,0.84,0.587,0.267,0.0,0.121,-9.206,0.0349,98.845,0.352,False,1,79,185853,
4885,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,8,7HzfAGGKnYVEHVsdkGUbXu,"Nine in the Afternoon - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:7HzfAGGKnYVEHVsdkGUbXu,0.159,0.459,0.859,1.03e-06,0.322,-5.258,0.0738,77.741,0.385,False,1,38,190544,
4886,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,9,49heun7OiWwsdhUyoukbBV,"Miss Jackson - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:49heun7OiWwsdhUyoukbBV,0.0627,0.368,0.948,2.38e-06,0.843,-6.448,0.492,163.931,0.143,False,0,38,377438,
4887,=,Ed Sheeran,4,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,spotify:track:3rmo8F54jFF8OgYsqTxm5d,0.0451,0.807,0.893,2.79e-05,0.366,-3.745,0.0347,126.011,0.537,False,0,96,230747,
4888,=,Ed Sheeran,5,4btFHqumCO31GksfuBLLv3,Overpass Graffiti,spotify:track:4btFHqumCO31GksfuBLLv3,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,0.774,False,0,87,236907,
4889,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,10,3ZvAEbxNItDMXcqbIkC5zc,"This Is Gospel - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:3ZvAEbxNItDMXcqbIkC5zc,0.839,0.258,0.396,0.0,0.572,-8.684,0.0328,78.048,0.334,False,1,45,197049,
4890,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,11,3VxIsNkzxWQA8sPUT13qeb,"Death of a Bachelor - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:3VxIsNkzxWQA8sPUT13qeb,0.0227,0.377,0.807,0.0,0.99,-5.452,0.0932,139.611,0.312,False,1,37,207672,
4891,=,Ed Sheeran,6,3NuLxTXowTRcguTh9RsPmM,The Joker And The Queen,spotify:track:3NuLxTXowTRcguTh9RsPmM,0.952,0.567,0.211,5.24e-05,0.275,-9.975,0.0315,134.019,0.289,False,1,74,185587,
4892,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,12,14u56kXmNRjyWJI28qj4qg,"The Ballad of Mona Lisa - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:14u56kXmNRjyWJI28qj4qg,0.0368,0.42,0.825,0.0,0.224,-5.867,0.0621,123.874,0.188,False,0,38,285373,
4893,=,Ed Sheeran,7,0YbI9lWxUBsCJLb6EBydkr,Leave Your Life,spotify:track:0YbI9lWxUBsCJLb6EBydkr,0.236,0.578,0.558,0.0,0.143,-5.438,0.0872,75.087,0.54,False,1,74,223867,
4894,=,Ed Sheeran,8,5sv0WnUs74Orn6GoPmC5im,Collide,spotify:track:5sv0WnUs74Orn6GoPmC5im,0.113,0.672,0.73,0.0,0.0612,-4.77,0.0372,123.969,0.559,False,1,73,210213,
4895,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,13,4ub0WswLOa1xf8LMtc03ZS,"Movin' Out (Anthony's Song) - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:4ub0WswLOa1xf8LMtc03ZS,0.0414,0.256,0.812,5e-05,0.372,-6.213,0.0613,148.994,0.242,False,0,42,252527,
4896,=,Ed Sheeran,9,2SUxn2O9NHL6GHGQFgwCY0,2step,spotify:track:2SUxn2O9NHL6GHGQFgwCY0,0.169,0.763,0.661,0.0,0.117,-5.592,0.056,95.002,0.632,False,0,78,153627,
4897,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,14,7mZ1A9pbWPvIAkbvcvFgdG,"Emperor's New Clothes - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:7mZ1A9pbWPvIAkbvcvFgdG,0.042,0.292,0.917,2.26e-06,0.0997,-5.571,0.214,189.074,0.342,False,0,39,189286,
4898,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,15,3GHDGjWdd8gL6gRvoQAcuD,"Nicotine - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:3GHDGjWdd8gL6gRvoQAcuD,0.00543,0.518,0.823,1.32e-06,0.369,-5.878,0.0674,127.764,0.299,False,0,36,220358,
4899,=,Ed Sheeran,10,0VuDtcT7H4CAljLZEH021x,Stop The Rain,spotify:track:0VuDtcT7H4CAljLZEH021x,0.0122,0.686,0.765,0.0,0.127,-4.778,0.118,99.998,0.743,False,1,73,203493,
4900,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,16,3Xqk2oXSwyCamRW58w6p0O,"Crazy = Genius - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:3Xqk2oXSwyCamRW58w6p0O,0.00239,0.504,0.855,0.0,0.959,-5.779,0.0728,113.973,0.232,True,1,36,235985,
4901,=,Ed Sheeran,11,1i4F583d9v9RabcfOlKKVL,Love In Slow Motion,spotify:track:1i4F583d9v9RabcfOlKKVL,0.668,0.485,0.54,0.0,0.0849,-5.4,0.0253,62.631,0.426,False,1,73,190933,
4902,=,Ed Sheeran,12,0rt63HYAAIzUZo5O2D0uA6,Visiting Hours,spotify:track:0rt63HYAAIzUZo5O2D0uA6,0.77,0.471,0.396,0.0,0.0729,-6.654,0.0336,149.609,0.263,False,1,75,215507,
4903,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,17,4H8LoXbgzwbPotHKaxSH6o,"Let's Kill Tonight - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:4H8LoXbgzwbPotHKaxSH6o,0.00689,0.457,0.918,4.16e-06,0.322,-5.34,0.0903,93.0,0.284,False,1,35,196363,
4904,=,Ed Sheeran,13,2Ldb2ytuC9AxhpAkVEJBI6,Sandman,spotify:track:2Ldb2ytuC9AxhpAkVEJBI6,0.882,0.822,0.3,9.15e-05,0.0665,-8.034,0.0673,125.951,0.734,False,1,71,259333,
4905,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,18,4M7dn3CxwfaUfEZpS4yXj8,"Girls / Girls / Boys - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:4M7dn3CxwfaUfEZpS4yXj8,0.00916,0.5,0.941,0.000206,0.833,-5.624,0.123,144.909,0.492,False,0,36,292010,
4906,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,19,5FEV9pypGEx6ndrF3V0cX9,"Bohemian Rhapsody - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:5FEV9pypGEx6ndrF3V0cX9,0.185,0.302,0.644,9.74e-06,0.214,-6.806,0.0438,144.052,0.201,False,1,43,424023,
4907,=,Ed Sheeran,14,3BiiSLo0wyHAY7lpCEO6ge,Be Right Now,spotify:track:3BiiSLo0wyHAY7lpCEO6ge,0.00494,0.501,0.684,0.000478,0.0524,-6.706,0.0566,131.952,0.442,False,1,70,211080,
4908,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,20,15f1eR2oh2fiXLgod096wF,"I Write Sins Not Tragedies - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:15f1eR2oh2fiXLgod096wF,0.0263,0.382,0.952,0.0,0.349,-5.417,0.225,169.967,0.223,False,0,38,244933,
4909,All My Friends We're Glorious: Death of a Bachelor Tour Live,Panic! At The Disco,21,68lKzbhZAMxsDJfYWgjjYf,"Victorious - Live at Amway Center, Orlando, FL, 4/14/2017",spotify:track:68lKzbhZAMxsDJfYWgjjYf,0.0213,0.268,0.911,0.0,0.963,-6.07,0.125,109.95,0.351,False,1,36,234064,
4910,Death of a Bachelor,Panic! At The Disco,1,6od5hFv9IT5JHc7NEF9HRv,Victorious,spotify:track:6od5hFv9IT5JHc7NEF9HRv,0.00205,0.57,0.865,0.0,0.404,-4.518,0.0472,110.01,0.691,False,1,73,178600,
4911,Death of a Bachelor,Panic! At The Disco,2,2fh3bZ8jZhMxOcfESE9nQY,Don't Threaten Me with a Good Time,spotify:track:2fh3bZ8jZhMxOcfESE9nQY,0.0154,0.559,0.895,0.0,0.175,-4.476,0.0832,183.825,0.59,False,0,73,213093,
4912,Death of a Bachelor,Panic! At The Disco,3,6TzJLISIitIzn1WtjDY0Op,Hallelujah,spotify:track:6TzJLISIitIzn1WtjDY0Op,0.011,0.578,0.886,0.0,0.143,-4.348,0.0633,80.008,0.615,False,1,64,180627,
4913,Death of a Bachelor,Panic! At The Disco,4,3px2rAPu74ltbkf9eZsZ8h,Emperor's New Clothes,spotify:track:3px2rAPu74ltbkf9eZsZ8h,0.00302,0.562,0.904,0.0,0.0433,-4.947,0.0807,94.481,0.651,False,1,74,158667,
4914,Death of a Bachelor,Panic! At The Disco,5,1BECwm5qkaBwlbfo4kpYx8,Death of a Bachelor,spotify:track:1BECwm5qkaBwlbfo4kpYx8,0.0137,0.462,0.538,0.0,0.429,-5.527,0.059,139.256,0.405,False,1,75,203507,
4915,Death of a Bachelor,Panic! At The Disco,6,6V68ItawQkQlZhYIf1S86C,Crazy = Genius,spotify:track:6V68ItawQkQlZhYIf1S86C,0.000247,0.455,0.91,0.0,0.107,-4.464,0.166,114.109,0.447,True,1,69,198040,
4916,Death of a Bachelor,Panic! At The Disco,7,2fmCA13dwQQOGBIbIOWRiJ,LA Devotee,spotify:track:2fmCA13dwQQOGBIbIOWRiJ,0.00043,0.49,0.848,8.49e-06,0.0665,-5.05,0.0645,175.998,0.698,False,1,71,196520,
4917,Death of a Bachelor,Panic! At The Disco,8,3fwKVZ73y7UUGMyR6rVCRa,Golden Days,spotify:track:3fwKVZ73y7UUGMyR6rVCRa,0.00329,0.556,0.708,0.0,0.329,-5.708,0.039,128.006,0.206,False,1,63,254320,
4918,Death of a Bachelor,Panic! At The Disco,9,5eoZTdiq4C4aoEfUwAN0ha,"The Good, the Bad and the Dirty",spotify:track:5eoZTdiq4C4aoEfUwAN0ha,0.00191,0.531,0.825,0.0,0.329,-5.333,0.0545,156.071,0.824,False,0,63,171520,
4919,Death of a Bachelor,Panic! At The Disco,10,2DgdHcjWmO3qd50RzuBLgZ,House of Memories,spotify:track:2DgdHcjWmO3qd50RzuBLgZ,0.00272,0.506,0.817,0.0,0.0486,-5.051,0.0335,109.952,0.506,False,0,83,208707,
4920,Death of a Bachelor,Panic! At The Disco,11,5j9yOfRB2s6OMS1YwwYiMw,Impossible Year,spotify:track:5j9yOfRB2s6OMS1YwwYiMw,0.474,0.174,0.337,0.000294,0.11,-8.767,0.0313,85.574,0.0978,False,1,60,202547,
4921,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,1,3yZQk5PC52CCmT4ZaTIKvv,This Is Gospel,spotify:track:3yZQk5PC52CCmT4ZaTIKvv,0.00155,0.572,0.912,1.2e-06,0.102,-4.875,0.0707,156.073,0.606,False,1,72,187187,
4922,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,2,46Kcradxrva9Dny4lHU1b3,Miss Jackson (feat. LOLO),spotify:track:46Kcradxrva9Dny4lHU1b3,0.00394,0.642,0.873,0.0,0.175,-5.821,0.0551,82.002,0.662,False,1,69,192053,
4923,No.6 Collaborations Project,Ed Sheeran,1,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),spotify:track:70eFcWOvlMObDhURTqT4Fv,0.124,0.64,0.647,0.0,0.0801,-8.114,0.186,92.979,0.546,False,0,78,197867,
4924,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,3,0zewUY3RSh8yaV7q66Okem,Vegas Lights,spotify:track:0zewUY3RSh8yaV7q66Okem,0.000433,0.68,0.847,0.0,0.331,-5.987,0.0449,123.96,0.834,False,1,62,189107,
4925,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,4,1ozYwEeDttK6iWc1yQS8c4,Girl That You Love,spotify:track:1ozYwEeDttK6iWc1yQS8c4,0.00382,0.604,0.78,0.0661,0.107,-5.792,0.0353,103.99,0.287,False,1,54,189240,
4926,No.6 Collaborations Project,Ed Sheeran,2,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),spotify:track:4vUmTMuQqjdnvlZmAH61Qk,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0825,97.989,0.668,False,0,81,204467,
4927,No.6 Collaborations Project,Ed Sheeran,3,4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),spotify:track:4wuCQX7JvAZLlrcmH4AeZF,0.212,0.746,0.787,0.0,0.0669,-6.373,0.12,95.005,0.607,True,1,66,206187,
4928,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,5,5Q4H1XkVHxQjnrHCUpS61d,Nicotine,spotify:track:5Q4H1XkVHxQjnrHCUpS61d,0.000912,0.592,0.891,0.000128,0.25,-4.766,0.0522,127.955,0.571,False,0,67,186600,
4929,No.6 Collaborations Project,Ed Sheeran,4,1AI7UPw3fgwAFkvAlZWhE0,Take Me Back to London (feat. Stormzy),spotify:track:1AI7UPw3fgwAFkvAlZWhE0,0.219,0.885,0.762,0.0,0.162,-5.513,0.216,138.058,0.605,True,0,71,189733,
4930,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,6,2wEjPgOCEczmjlvq60LyQi,Girls / Girls / Boys,spotify:track:2wEjPgOCEczmjlvq60LyQi,0.00216,0.606,0.924,3.3e-06,0.24,-4.531,0.0349,144.998,0.965,False,0,69,206840,
4931,No.6 Collaborations Project,Ed Sheeran,5,0VsGaRXR5WAzpu51unJTis,Best Part of Me (feat. YEBBA),spotify:track:0VsGaRXR5WAzpu51unJTis,0.758,0.565,0.243,8.82e-06,0.285,-8.367,0.0317,81.655,0.239,False,1,69,243267,
4932,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,7,2zkXavDV9dw8uR0pfhsBt2,Casual Affair,spotify:track:2zkXavDV9dw8uR0pfhsBt2,0.0002,0.508,0.858,0.000113,0.186,-5.309,0.0557,147.059,0.385,False,0,59,197693,
4933,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,8,4NTL7fT4eqfPao94lmqth2,Far Too Young to Die,spotify:track:4NTL7fT4eqfPao94lmqth2,0.00217,0.676,0.756,3.08e-05,0.104,-6.528,0.0446,126.98,0.543,False,0,61,197467,
4934,No.6 Collaborations Project,Ed Sheeran,6,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),spotify:track:0hVXuCcriWRGvwMV1r5Yn9,0.0902,0.798,0.676,0.0,0.0894,-5.041,0.0442,101.956,0.843,False,1,79,219947,
4935,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,9,1zN3CZlafjfEiMR9uXQGrW,Collar Full,spotify:track:1zN3CZlafjfEiMR9uXQGrW,0.00156,0.531,0.937,0.000763,0.064,-4.756,0.0548,170.021,0.618,False,1,60,198467,
4936,No.6 Collaborations Project,Ed Sheeran,7,1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),spotify:track:1DhRbox3xkceP64k3JeYfW,0.132,0.716,0.823,0.0,0.361,-5.313,0.0495,151.957,0.91,False,0,69,161747,
4937,No.6 Collaborations Project,Ed Sheeran,8,0AtP8EkGPn6SwxKDaUuXec,Remember The Name (feat. Eminem & 50 Cent),spotify:track:0AtP8EkGPn6SwxKDaUuXec,0.135,0.852,0.666,0.0,0.798,-6.923,0.184,91.046,0.726,True,0,72,207760,
4938,"Too Weird to Live, Too Rare to Die!",Panic! At The Disco,10,78tro1rpoxmqjbjiRRRzoH,The End of All Things,spotify:track:78tro1rpoxmqjbjiRRRzoH,0.827,0.21,0.233,0.0039,0.129,-11.636,0.0287,88.679,0.095,False,0,56,211893,
4939,No.6 Collaborations Project,Ed Sheeran,9,1Bdptrvb7nQkq8kCw3siE9,Feels (feat. Young Thug & J Hus),spotify:track:1Bdptrvb7nQkq8kCw3siE9,0.112,0.665,0.68,0.0,0.096,-4.898,0.291,91.667,0.69,False,1,57,150787,
4940,No.6 Collaborations Project,Ed Sheeran,10,5T03itPFOPGGkvVPvPiyla,Put It All on Me (feat. Ella Mai),spotify:track:5T03itPFOPGGkvVPvPiyla,0.256,0.627,0.594,0.0,0.373,-8.306,0.0479,101.007,0.388,False,1,64,197093,
4941,No.6 Collaborations Project,Ed Sheeran,11,2qRN7PWiHRLprw4FpDeI9N,Nothing On You (feat. Paulo Londra & Dave),spotify:track:2qRN7PWiHRLprw4FpDeI9N,0.333,0.747,0.649,0.0,0.172,-6.218,0.218,88.011,0.84,False,1,66,200733,
4942,No.6 Collaborations Project,Ed Sheeran,12,3FHXUqaUer9o231Je1zxIN,I Don't Want Your Money (feat. H.E.R.),spotify:track:3FHXUqaUer9o231Je1zxIN,0.31,0.468,0.63,0.0,0.137,-6.536,0.0843,91.419,0.762,False,0,59,204507,
4943,No.6 Collaborations Project,Ed Sheeran,13,4vIKzWqtn44umal5jXq4wE,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),spotify:track:4vIKzWqtn44umal5jXq4wE,0.467,0.778,0.589,0.0,0.0902,-5.548,0.269,98.001,0.513,False,1,59,212307,
4944,No.6 Collaborations Project,Ed Sheeran,14,5d1rmWWF1725tnYjq6rMDB,Way To Break My Heart (feat. Skrillex),spotify:track:5d1rmWWF1725tnYjq6rMDB,0.11,0.726,0.731,3.45e-06,0.0928,-6.298,0.159,170.125,0.437,False,0,59,190293,
4945,No.6 Collaborations Project,Ed Sheeran,15,7hvO2qCwJVZxiyoA7c9i5d,BLOW (with Chris Stapleton & Bruno Mars),spotify:track:7hvO2qCwJVZxiyoA7c9i5d,0.000245,0.631,0.796,0.0108,0.38,-5.35,0.0401,92.47,0.596,False,1,61,209120,
